order_id,order_date,total_amount,user_id,user_name,city,membership,restaurant_id,restaurant_name,cuisine,rating,order_year,order_month,order_month_name,order_quarter,order_day_of_week
2611,2023-07-17,349.56,998,User_998,Bangalore,Regular,319,Darbar Eatery Family Restaurant,Indian,3.1,2023,7,July,3,Monday
2612,2023-05-30,634.69,1002,User_1002,Pune,Regular,342,Ruchi Cafe Chinese,Mexican,4.1,2023,5,May,2,Tuesday
2613,2023-10-20,1026.04,1578,User_1578,Pune,Gold,161,Annapurna Biryani South Indian,Mexican,3.8,2023,10,October,4,Friday
2614,2023-09-17,1230.49,1953,User_1953,Chennai,Gold,247,Hotel Mess Punjabi,Mexican,3.2,2023,9,September,3,Sunday
2615,2023-09-14,1226.03,1720,User_1720,Hyderabad,Regular,477,Swagath Biryani North Indian,Indian,4.1,2023,9,September,3,Thursday
2616,2023-03-24,1359.28,1974,User_1974,Pune,Gold,324,Grand Delights Multicuisine,Mexican,4.5,2023,3,March,1,Friday
2617,2023-10-08,1095.0,2330,User_2330,Hyderabad,Regular,195,Taste of Delights Multicuisine,Indian,3.4,2023,10,October,4,Sunday
2618,2023-05-29,1494.69,103,User_103,Hyderabad,Regular,139,Ruchi Cafe South Indian,Mexican,4.8,2023,5,May,2,Monday
2619,2023-08-03,1027.75,2765,User_2765,Chennai,Gold,126,Spice Tiffins North Indian,Italian,4.5,2023,8,August,3,Thursday
2620,2023-04-02,855.69,2248,User_2248,Hyderabad,Regular,419,Darbar Delights Andhra,Chinese,3.6,2023,4,April,2,Sunday
2621,2023-12-07,420.79,2619,User_2619,Bangalore,Regular,362,Grand Mess Multicuisine,Indian,4.1,2023,12,December,4,Thursday
2622,2023-02-28,1384.89,989,User_989,Chennai,Gold,342,Ruchi Cafe Chinese,Mexican,4.1,2023,2,February,1,Tuesday
2623,2023-09-25,1189.02,2985,User_2985,Hyderabad,Regular,35,Royal Biryani North Indian,Chinese,3.9,2023,9,September,3,Monday
2624,2023-02-22,297.89,2460,User_2460,Pune,Gold,398,Royal Tiffins Pure Veg,Indian,3.0,2023,2,February,1,Wednesday
2625,2023-08-23,634.39,2101,User_2101,Pune,Gold,27,Darbar Dhaba Pure Veg,Italian,4.4,2023,8,August,3,Wednesday
2626,2023-09-14,954.97,2476,User_2476,Pune,Regular,223,Amma Eatery Punjabi,Italian,3.4,2023,9,September,3,Thursday
2627,2023-06-22,418.67,845,User_845,Bangalore,Gold,172,Darbar Eatery Family Restaurant,Italian,3.9,2023,6,June,2,Thursday
2628,2023-06-12,222.7,2720,User_2720,Chennai,Gold,253,New Restaurant North Indian,Italian,4.6,2023,6,June,2,Monday
2629,2023-06-01,567.25,2643,User_2643,Chennai,Regular,346,Amma Dhaba Non-Veg,Indian,4.5,2023,6,June,2,Thursday
2630,2023-06-14,1286.93,2931,User_2931,Chennai,Regular,479,Grand Mess Andhra,Indian,3.8,2023,6,June,2,Wednesday
2631,2023-06-12,190.15,963,User_963,Chennai,Gold,40,Royal Curry House Non-Veg,Indian,4.6,2023,6,June,2,Monday
2632,2023-01-19,375.48,2068,User_2068,Bangalore,Regular,218,Sai Foods Pure Veg,Indian,4.1,2023,1,January,1,Thursday
2633,2023-08-26,1161.9,1992,User_1992,Pune,Gold,60,Grand Restaurant North Indian,Mexican,3.6,2023,8,August,3,Saturday
2634,2023-08-11,242.3,126,User_126,Hyderabad,Gold,253,New Restaurant North Indian,Italian,4.6,2023,8,August,3,Friday
2635,2023-08-02,1028.0,1263,User_1263,Bangalore,Gold,54,Ruchi Tiffins Multicuisine,Italian,4.9,2023,8,August,3,Wednesday
2636,2023-01-29,1488.14,2533,User_2533,Pune,Regular,403,Sai Delights Pure Veg,Indian,3.6,2023,1,January,1,Sunday
2637,2023-11-27,207.0,1213,User_1213,Pune,Regular,407,Grand Cafe Chinese,Mexican,4.6,2023,11,November,4,Monday
2638,2023-12-02,1230.27,1422,User_1422,Bangalore,Gold,418,Annapurna Foods Multicuisine,Chinese,3.3,2023,12,December,4,Saturday
2639,2023-05-03,1083.26,636,User_636,Chennai,Regular,279,Sri Tiffins Andhra,Italian,4.9,2023,5,May,2,Wednesday
2640,2023-03-20,341.04,663,User_663,Hyderabad,Regular,492,Swagath Kitchen North Indian,Italian,4.0,2023,3,March,1,Monday
2641,2023-12-24,226.43,812,User_812,Bangalore,Regular,321,Sai Restaurant Non-Veg,Chinese,4.7,2023,12,December,4,Sunday
2642,2023-06-08,305.29,1881,User_1881,Hyderabad,Gold,97,Annapurna Delights Andhra,Mexican,3.7,2023,6,June,2,Thursday
2643,2023-07-29,328.66,1170,User_1170,Chennai,Regular,260,Udupi Restaurant Family Restaurant,Indian,4.0,2023,7,July,3,Saturday
2644,2023-12-09,642.98,2638,User_2638,Bangalore,Gold,437,Swagath Tiffins Chinese,Indian,3.3,2023,12,December,4,Saturday
2645,2023-05-01,378.85,2012,User_2012,Bangalore,Regular,257,Sri Kitchen Family Restaurant,Italian,3.4,2023,5,May,2,Monday
2646,2023-07-16,889.22,2728,User_2728,Pune,Regular,481,Sai Restaurant Non-Veg,Indian,4.2,2023,7,July,3,Sunday
2647,2023-07-19,1004.9,936,User_936,Pune,Gold,393,Classic Dhaba Andhra,Italian,4.1,2023,7,July,3,Wednesday
2648,2023-07-28,978.52,1519,User_1519,Chennai,Gold,196,Hotel Curry House Chinese,Italian,5.0,2023,7,July,3,Friday
2649,2023-09-08,973.88,2099,User_2099,Pune,Gold,315,Swagath Curry House Chinese,Mexican,4.7,2023,9,September,3,Friday
2650,2023-05-06,1435.04,1675,User_1675,Hyderabad,Regular,193,Swagath Eatery Multicuisine,Chinese,3.8,2023,5,May,2,Saturday
2651,2023-04-24,493.15,607,User_607,Hyderabad,Regular,157,Sai Restaurant Family Restaurant,Italian,4.5,2023,4,April,2,Monday
2652,2023-11-18,476.47,721,User_721,Chennai,Gold,358,Udupi Cafe North Indian,Indian,5.0,2023,11,November,4,Saturday
2653,2023-03-04,972.51,197,User_197,Hyderabad,Gold,199,Sri Eatery Chinese,Italian,3.4,2023,3,March,1,Saturday
2654,2023-01-20,903.77,2615,User_2615,Bangalore,Regular,32,Udupi Eatery North Indian,Italian,3.2,2023,1,January,1,Friday
2655,2023-07-13,1488.91,1426,User_1426,Bangalore,Regular,59,Sai Biryani Non-Veg,Chinese,4.6,2023,7,July,3,Thursday
2656,2023-01-30,1498.52,2316,User_2316,Hyderabad,Regular,431,Udupi Tiffins Punjabi,Mexican,4.6,2023,1,January,1,Monday
2657,2023-07-28,1032.6,2729,User_2729,Hyderabad,Gold,475,Ruchi Kitchen Punjabi,Italian,4.9,2023,7,July,3,Friday
2658,2023-06-23,1370.33,2853,User_2853,Chennai,Regular,339,Annapurna Eatery South Indian,Indian,3.1,2023,6,June,2,Friday
2659,2023-12-22,295.16,2587,User_2587,Bangalore,Gold,151,Annapurna Cafe Multicuisine,Chinese,3.8,2023,12,December,4,Friday
2660,2023-05-06,910.03,1144,User_1144,Chennai,Gold,371,Sai Dhaba Family Restaurant,Chinese,3.1,2023,5,May,2,Saturday
2661,2023-02-24,485.53,752,User_752,Hyderabad,Gold,375,Hotel Delights Multicuisine,Chinese,4.3,2023,2,February,1,Friday
2662,2023-08-14,692.73,2654,User_2654,Chennai,Regular,199,Sri Eatery Chinese,Italian,3.4,2023,8,August,3,Monday
2663,2023-11-04,1454.73,957,User_957,Bangalore,Gold,138,Classic Mess Punjabi,Indian,4.8,2023,11,November,4,Saturday
2664,2023-04-01,1424.07,2142,User_2142,Chennai,Gold,201,Spice Cafe Pure Veg,Mexican,3.4,2023,4,April,2,Saturday
2665,2023-04-27,487.59,407,User_407,Pune,Gold,226,Darbar Curry House Andhra,Indian,3.2,2023,4,April,2,Thursday
2666,2023-01-10,1328.78,1549,User_1549,Pune,Regular,125,Sai Foods Family Restaurant,Chinese,4.3,2023,1,January,1,Tuesday
2667,2023-08-19,357.12,483,User_483,Pune,Gold,157,Sai Restaurant Family Restaurant,Italian,4.5,2023,8,August,3,Saturday
2668,2023-08-17,1474.95,2921,User_2921,Hyderabad,Regular,382,Annapurna Mess Andhra,Mexican,4.8,2023,8,August,3,Thursday
2669,2023-07-24,530.28,456,User_456,Pune,Regular,173,Darbar Delights South Indian,Chinese,3.7,2023,7,July,3,Monday
2670,2023-10-16,1197.83,60,User_60,Chennai,Gold,29,Spice Kitchen Pure Veg,Italian,3.0,2023,10,October,4,Monday
2671,2023-06-06,1256.29,1363,User_1363,Bangalore,Gold,221,New Mess Non-Veg,Chinese,3.7,2023,6,June,2,Tuesday
2672,2023-02-05,1291.7,266,User_266,Bangalore,Regular,124,Spice Dhaba Andhra,Mexican,3.5,2023,2,February,1,Sunday
2673,2023-02-13,437.36,2616,User_2616,Chennai,Gold,287,Amma Cafe South Indian,Chinese,4.7,2023,2,February,1,Monday
2674,2023-12-17,387.4,1521,User_1521,Hyderabad,Regular,301,Classic Tiffins North Indian,Italian,4.8,2023,12,December,4,Sunday
2675,2023-10-27,276.1,1005,User_1005,Chennai,Gold,140,Royal Tiffins Punjabi,Italian,3.3,2023,10,October,4,Friday
2676,2023-09-11,140.3,1232,User_1232,Pune,Gold,152,Hotel Curry House Punjabi,Indian,4.8,2023,9,September,3,Monday
2677,2023-03-17,112.27,593,User_593,Hyderabad,Gold,182,Annapurna Restaurant Andhra,Mexican,4.8,2023,3,March,1,Friday
2678,2023-01-10,898.65,886,User_886,Bangalore,Regular,47,Ruchi Cafe Punjabi,Indian,3.4,2023,1,January,1,Tuesday
2679,2023-03-23,225.17,1319,User_1319,Hyderabad,Gold,373,Sai Delights Chinese,Indian,3.6,2023,3,March,1,Thursday
2680,2023-04-03,464.75,353,User_353,Chennai,Regular,447,Amma Biryani South Indian,Chinese,3.2,2023,4,April,2,Monday
2681,2023-08-23,742.02,1217,User_1217,Chennai,Gold,344,Annapurna Kitchen North Indian,Indian,4.8,2023,8,August,3,Wednesday
2682,2023-03-09,446.85,78,User_78,Pune,Gold,390,Grand Restaurant Pure Veg,Mexican,4.7,2023,3,March,1,Thursday
2683,2023-08-11,1183.92,2666,User_2666,Chennai,Gold,452,Classic Delights Multicuisine,Chinese,4.4,2023,8,August,3,Friday
2684,2023-01-09,1117.83,371,User_371,Bangalore,Regular,73,Spice Mess Andhra,Mexican,3.1,2023,1,January,1,Monday
2685,2023-12-30,932.01,1366,User_1366,Bangalore,Gold,211,Darbar Mess Multicuisine,Chinese,3.1,2023,12,December,4,Saturday
2686,2023-05-05,1404.01,755,User_755,Chennai,Regular,133,Spice Foods Non-Veg,Italian,4.5,2023,5,May,2,Friday
2687,2023-02-21,916.44,2322,User_2322,Pune,Gold,364,Sri Foods Non-Veg,Mexican,3.4,2023,2,February,1,Tuesday
2688,2023-12-13,530.91,2596,User_2596,Pune,Regular,490,Swagath Curry House Punjabi,Italian,3.7,2023,12,December,4,Wednesday
2689,2023-08-23,840.01,2985,User_2985,Hyderabad,Regular,387,New Tiffins Andhra,Mexican,3.8,2023,8,August,3,Wednesday
2690,2023-08-30,633.15,864,User_864,Hyderabad,Gold,123,Grand Restaurant Non-Veg,Chinese,4.2,2023,8,August,3,Wednesday
2691,2023-05-05,1036.46,2875,User_2875,Hyderabad,Gold,450,New Foods Chinese,Mexican,3.2,2023,5,May,2,Friday
2692,2023-11-27,1080.61,2166,User_2166,Chennai,Gold,168,Ruchi Foods Family Restaurant,Indian,3.7,2023,11,November,4,Monday
2693,2023-01-13,865.04,2501,User_2501,Chennai,Gold,128,Swagath Kitchen South Indian,Indian,4.5,2023,1,January,1,Friday
2694,2023-08-18,1374.57,527,User_527,Bangalore,Gold,28,Swagath Delights Multicuisine,Chinese,3.6,2023,8,August,3,Friday
2695,2023-08-08,1273.78,1535,User_1535,Chennai,Regular,30,Spice Tiffins Non-Veg,Mexican,4.6,2023,8,August,3,Tuesday
2696,2023-01-25,910.11,1293,User_1293,Hyderabad,Gold,375,Hotel Delights Multicuisine,Chinese,4.3,2023,1,January,1,Wednesday
2697,2023-12-04,508.49,2766,User_2766,Bangalore,Gold,246,Ruchi Tiffins Pure Veg,Mexican,3.9,2023,12,December,4,Monday
2698,2023-10-28,965.78,2507,User_2507,Hyderabad,Regular,251,Grand Curry House Andhra,Chinese,3.9,2023,10,October,4,Saturday
2699,2023-09-28,125.29,1900,User_1900,Bangalore,Gold,441,Darbar Curry House Family Restaurant,Indian,3.4,2023,9,September,3,Thursday
2700,2023-05-11,167.05,1081,User_1081,Hyderabad,Gold,327,Royal Tiffins Chinese,Indian,3.2,2023,5,May,2,Thursday
2701,2023-01-26,170.89,1556,User_1556,Bangalore,Regular,468,New Restaurant North Indian,Chinese,4.8,2023,1,January,1,Thursday
2702,2023-02-11,372.93,1062,User_1062,Chennai,Regular,12,Royal Foods Multicuisine,Mexican,3.4,2023,2,February,1,Saturday
2703,2023-04-11,293.54,1961,User_1961,Pune,Regular,254,Ruchi Dhaba Chinese,Indian,4.7,2023,4,April,2,Tuesday
2704,2023-06-25,1141.34,2979,User_2979,Chennai,Gold,200,Annapurna Restaurant Pure Veg,Chinese,3.9,2023,6,June,2,Sunday
2705,2023-01-12,350.17,162,User_162,Bangalore,Gold,97,Annapurna Delights Andhra,Mexican,3.7,2023,1,January,1,Thursday
2706,2023-02-23,967.56,1414,User_1414,Bangalore,Regular,276,Sri Kitchen Chinese,Italian,3.4,2023,2,February,1,Thursday
2707,2023-10-06,1047.44,575,User_575,Bangalore,Gold,499,Annapurna Tiffins South Indian,Mexican,4.9,2023,10,October,4,Friday
2708,2023-03-03,1196.63,2378,User_2378,Chennai,Gold,215,Spice Biryani Punjabi,Mexican,4.4,2023,3,March,1,Friday
2709,2023-10-31,1020.17,1411,User_1411,Chennai,Regular,429,Annapurna Biryani Pure Veg,Chinese,4.3,2023,10,October,4,Tuesday
2710,2023-06-16,889.88,652,User_652,Bangalore,Regular,127,Hotel Eatery Family Restaurant,Chinese,5.0,2023,6,June,2,Friday
2711,2023-07-21,1384.29,785,User_785,Chennai,Gold,141,Amma Kitchen South Indian,Mexican,3.3,2023,7,July,3,Friday
2712,2023-09-19,619.41,496,User_496,Chennai,Regular,373,Sai Delights Chinese,Indian,3.6,2023,9,September,3,Tuesday
2713,2023-08-11,1429.43,1695,User_1695,Bangalore,Gold,47,Ruchi Cafe Punjabi,Indian,3.4,2023,8,August,3,Friday
2714,2023-01-13,394.84,1031,User_1031,Hyderabad,Regular,131,Hotel Restaurant Non-Veg,Italian,3.4,2023,1,January,1,Friday
2715,2023-05-17,523.2,1907,User_1907,Pune,Gold,412,Darbar Cafe Pure Veg,Mexican,4.0,2023,5,May,2,Wednesday
2716,2023-11-07,1191.57,1330,User_1330,Chennai,Gold,254,Ruchi Dhaba Chinese,Indian,4.7,2023,11,November,4,Tuesday
2717,2023-11-24,1201.83,272,User_272,Pune,Regular,157,Sai Restaurant Family Restaurant,Italian,4.5,2023,11,November,4,Friday
2718,2023-07-08,633.12,1585,User_1585,Bangalore,Regular,344,Annapurna Kitchen North Indian,Indian,4.8,2023,7,July,3,Saturday
2719,2023-04-04,777.3,2167,User_2167,Hyderabad,Gold,173,Darbar Delights South Indian,Chinese,3.7,2023,4,April,2,Tuesday
2720,2023-10-15,314.77,1508,User_1508,Pune,Gold,334,Darbar Tiffins Family Restaurant,Indian,4.0,2023,10,October,4,Sunday
2721,2023-05-20,253.85,2565,User_2565,Pune,Regular,112,Grand Cafe Punjabi,Chinese,3.2,2023,5,May,2,Saturday
2722,2023-12-22,1450.13,1630,User_1630,Chennai,Regular,19,Classic Biryani Chinese,Indian,3.6,2023,12,December,4,Friday
2723,2023-08-06,605.71,1283,User_1283,Hyderabad,Regular,406,Spice Foods Non-Veg,Chinese,4.5,2023,8,August,3,Sunday
2724,2023-11-17,885.59,166,User_166,Hyderabad,Regular,364,Sri Foods Non-Veg,Mexican,3.4,2023,11,November,4,Friday
2725,2023-01-11,466.71,190,User_190,Bangalore,Gold,115,Annapurna Eatery Non-Veg,Chinese,3.3,2023,1,January,1,Wednesday
2726,2023-01-17,1446.99,824,User_824,Hyderabad,Regular,367,Ruchi Restaurant Punjabi,Indian,4.6,2023,1,January,1,Tuesday
2727,2023-11-12,994.97,2321,User_2321,Bangalore,Gold,335,New Biryani Family Restaurant,Italian,3.9,2023,11,November,4,Sunday
2728,2023-09-12,119.08,2368,User_2368,Pune,Gold,352,Hotel Kitchen Multicuisine,Italian,4.7,2023,9,September,3,Tuesday
2729,2023-04-27,699.1,125,User_125,Bangalore,Regular,219,Taste of Cafe Andhra,Mexican,4.6,2023,4,April,2,Thursday
2730,2023-05-31,264.71,600,User_600,Chennai,Gold,180,Grand Restaurant Punjabi,Chinese,4.4,2023,5,May,2,Wednesday
2731,2023-08-28,882.37,1496,User_1496,Chennai,Regular,36,Sai Dhaba South Indian,Italian,3.5,2023,8,August,3,Monday
2732,2023-11-14,428.48,2350,User_2350,Hyderabad,Gold,346,Amma Dhaba Non-Veg,Indian,4.5,2023,11,November,4,Tuesday
2733,2023-12-31,1169.44,2774,User_2774,Bangalore,Gold,166,Classic Cafe Andhra,Chinese,4.6,2023,12,December,4,Sunday
2734,2023-08-30,950.82,153,User_153,Pune,Gold,304,Hotel Tiffins Andhra,Italian,4.1,2023,8,August,3,Wednesday
2735,2023-07-02,672.18,2524,User_2524,Hyderabad,Regular,499,Annapurna Tiffins South Indian,Mexican,4.9,2023,7,July,3,Sunday
2736,2023-08-19,294.69,2193,User_2193,Pune,Gold,17,Udupi Delights Non-Veg,Indian,4.6,2023,8,August,3,Saturday
2737,2023-08-23,660.3,1541,User_1541,Chennai,Regular,351,Spice Dhaba Non-Veg,Mexican,4.2,2023,8,August,3,Wednesday
2738,2023-10-26,1285.14,1499,User_1499,Pune,Gold,287,Amma Cafe South Indian,Chinese,4.7,2023,10,October,4,Thursday
2739,2023-08-14,340.68,1418,User_1418,Chennai,Gold,107,Spice Kitchen Punjabi,Mexican,4.0,2023,8,August,3,Monday
2740,2023-02-07,1046.07,1515,User_1515,Bangalore,Regular,251,Grand Curry House Andhra,Chinese,3.9,2023,2,February,1,Tuesday
2741,2023-11-27,941.84,1091,User_1091,Pune,Gold,318,Hotel Tiffins Pure Veg,Indian,3.7,2023,11,November,4,Monday
2742,2023-06-16,116.27,2378,User_2378,Chennai,Gold,390,Grand Restaurant Pure Veg,Mexican,4.7,2023,6,June,2,Friday
2743,2023-12-23,1468.47,2726,User_2726,Bangalore,Regular,74,Spice Dhaba Non-Veg,Chinese,4.3,2023,12,December,4,Saturday
2744,2023-01-19,1280.25,2758,User_2758,Hyderabad,Gold,50,Taste of Cafe Punjabi,Mexican,4.8,2023,1,January,1,Thursday
2745,2023-07-29,353.34,606,User_606,Hyderabad,Gold,226,Darbar Curry House Andhra,Indian,3.2,2023,7,July,3,Saturday
2746,2023-04-29,1254.75,1128,User_1128,Pune,Gold,160,Hotel Tiffins Pure Veg,Chinese,4.2,2023,4,April,2,Saturday
2747,2023-11-20,1430.71,512,User_512,Hyderabad,Regular,179,Annapurna Foods Multicuisine,Italian,3.5,2023,11,November,4,Monday
2748,2023-01-03,558.33,1061,User_1061,Bangalore,Gold,296,Grand Restaurant Multicuisine,Italian,3.8,2023,1,January,1,Tuesday
2749,2023-02-14,873.46,2675,User_2675,Hyderabad,Gold,498,Darbar Tiffins Non-Veg,Chinese,3.9,2023,2,February,1,Tuesday
2750,2023-08-11,901.78,122,User_122,Pune,Gold,14,Taste of Tiffins North Indian,Indian,3.8,2023,8,August,3,Friday
2751,2023-08-13,345.3,319,User_319,Bangalore,Gold,17,Udupi Delights Non-Veg,Indian,4.6,2023,8,August,3,Sunday
2752,2023-04-02,297.35,274,User_274,Pune,Gold,473,Sri Restaurant Andhra,Italian,4.5,2023,4,April,2,Sunday
2753,2023-09-25,895.14,200,User_200,Hyderabad,Regular,190,Amma Restaurant Pure Veg,Chinese,3.1,2023,9,September,3,Monday
2754,2023-07-18,238.32,826,User_826,Hyderabad,Gold,48,Royal Tiffins North Indian,Mexican,3.8,2023,7,July,3,Tuesday
2755,2023-07-16,582.5,2283,User_2283,Hyderabad,Gold,348,Royal Restaurant Andhra,Italian,3.0,2023,7,July,3,Sunday
2756,2023-03-29,1371.96,1545,User_1545,Hyderabad,Regular,227,Udupi Curry House Chinese,Italian,3.5,2023,3,March,1,Wednesday
2757,2023-11-27,432.9,1571,User_1571,Pune,Gold,462,Grand Curry House Family Restaurant,Italian,3.1,2023,11,November,4,Monday
2758,2023-11-23,1411.89,1639,User_1639,Hyderabad,Regular,375,Hotel Delights Multicuisine,Chinese,4.3,2023,11,November,4,Thursday
2759,2023-03-02,1001.51,2794,User_2794,Pune,Regular,296,Grand Restaurant Multicuisine,Italian,3.8,2023,3,March,1,Thursday
2760,2023-09-08,413.39,2648,User_2648,Hyderabad,Regular,338,Grand Kitchen Non-Veg,Mexican,4.5,2023,9,September,3,Friday
2761,2023-06-18,700.14,1065,User_1065,Chennai,Regular,299,Taste of Kitchen North Indian,Mexican,3.2,2023,6,June,2,Sunday
2762,2023-05-20,1062.13,323,User_323,Bangalore,Regular,247,Hotel Mess Punjabi,Mexican,3.2,2023,5,May,2,Saturday
2763,2023-08-01,378.09,848,User_848,Pune,Regular,134,New Tiffins Non-Veg,Mexican,4.3,2023,8,August,3,Tuesday
2764,2023-08-05,1036.72,2298,User_2298,Bangalore,Regular,75,New Cafe South Indian,Chinese,4.2,2023,8,August,3,Saturday
2765,2023-06-25,1462.79,1472,User_1472,Pune,Regular,115,Annapurna Eatery Non-Veg,Chinese,3.3,2023,6,June,2,Sunday
2766,2023-05-16,702.45,2532,User_2532,Hyderabad,Gold,466,Sai Cafe South Indian,Italian,4.9,2023,5,May,2,Tuesday
2767,2023-10-31,1279.77,1908,User_1908,Bangalore,Gold,4,Annapurna Curry House Pure Veg,Chinese,4.1,2023,10,October,4,Tuesday
2768,2023-08-08,1403.16,2746,User_2746,Bangalore,Regular,307,Annapurna Curry House North Indian,Mexican,3.8,2023,8,August,3,Tuesday
2769,2023-10-08,849.65,2626,User_2626,Bangalore,Gold,401,Darbar Eatery Pure Veg,Indian,4.6,2023,10,October,4,Sunday
2770,2023-08-27,214.44,1422,User_1422,Bangalore,Gold,20,Hotel Cafe Punjabi,Indian,3.7,2023,8,August,3,Sunday
2771,2023-12-23,487.17,243,User_243,Bangalore,Regular,424,Sai Cafe Family Restaurant,Indian,4.7,2023,12,December,4,Saturday
2772,2023-08-22,1028.24,2234,User_2234,Bangalore,Gold,216,Classic Delights Non-Veg,Italian,3.1,2023,8,August,3,Tuesday
2773,2023-07-21,365.93,514,User_514,Bangalore,Gold,165,Udupi Kitchen Chinese,Mexican,4.3,2023,7,July,3,Friday
2774,2023-06-24,901.98,1194,User_1194,Chennai,Regular,5,Udupi Foods South Indian,Chinese,4.8,2023,6,June,2,Saturday
2775,2023-11-20,1174.07,2533,User_2533,Pune,Regular,321,Sai Restaurant Non-Veg,Chinese,4.7,2023,11,November,4,Monday
2776,2023-03-30,420.78,2121,User_2121,Pune,Regular,21,Grand Biryani Family Restaurant,Indian,3.5,2023,3,March,1,Thursday
2777,2023-05-19,594.81,2204,User_2204,Chennai,Gold,462,Grand Curry House Family Restaurant,Italian,3.1,2023,5,May,2,Friday
2778,2023-08-20,902.72,1627,User_1627,Pune,Regular,479,Grand Mess Andhra,Indian,3.8,2023,8,August,3,Sunday
2779,2023-02-15,241.65,2032,User_2032,Chennai,Gold,150,Sri Cafe Non-Veg,Indian,4.2,2023,2,February,1,Wednesday
2780,2023-02-05,1103.85,2261,User_2261,Bangalore,Gold,122,Amma Eatery Non-Veg,Indian,3.9,2023,2,February,1,Sunday
2781,2023-04-11,950.14,333,User_333,Pune,Gold,316,Darbar Tiffins Andhra,Chinese,4.8,2023,4,April,2,Tuesday
2782,2023-02-11,996.37,2087,User_2087,Bangalore,Regular,471,Swagath Tiffins Punjabi,Indian,3.0,2023,2,February,1,Saturday
2783,2023-11-23,973.5,1387,User_1387,Pune,Gold,18,Annapurna Kitchen Family Restaurant,Italian,4.5,2023,11,November,4,Thursday
2784,2023-01-20,962.79,1991,User_1991,Pune,Regular,225,Darbar Tiffins Chinese,Italian,4.2,2023,1,January,1,Friday
2785,2023-09-19,653.72,2259,User_2259,Bangalore,Gold,497,Hotel Delights South Indian,Mexican,4.4,2023,9,September,3,Tuesday
2786,2023-05-27,995.0,1689,User_1689,Bangalore,Regular,141,Amma Kitchen South Indian,Mexican,3.3,2023,5,May,2,Saturday
2787,2023-11-29,910.25,1787,User_1787,Bangalore,Regular,266,Annapurna Delights Multicuisine,Italian,3.9,2023,11,November,4,Wednesday
2788,2023-08-07,773.23,1652,User_1652,Chennai,Regular,460,New Biryani Andhra,Chinese,4.5,2023,8,August,3,Monday
2789,2023-08-01,1039.77,1915,User_1915,Chennai,Gold,120,Classic Biryani Multicuisine,Italian,3.2,2023,8,August,3,Tuesday
2790,2023-10-29,825.56,2983,User_2983,Bangalore,Regular,327,Royal Tiffins Chinese,Indian,3.2,2023,10,October,4,Sunday
2791,2023-09-22,1248.41,2326,User_2326,Hyderabad,Gold,118,Amma Mess Pure Veg,Mexican,3.8,2023,9,September,3,Friday
2792,2023-10-21,1103.66,1784,User_1784,Pune,Regular,13,Taste of Mess Punjabi,Indian,4.6,2023,10,October,4,Saturday
2793,2023-02-11,1096.45,1225,User_1225,Bangalore,Regular,278,Swagath Mess Non-Veg,Indian,3.5,2023,2,February,1,Saturday
2794,2023-06-29,1145.21,572,User_572,Chennai,Gold,255,Hotel Tiffins Punjabi,Mexican,3.1,2023,6,June,2,Thursday
2795,2023-08-19,933.18,2892,User_2892,Hyderabad,Gold,466,Sai Cafe South Indian,Italian,4.9,2023,8,August,3,Saturday
2796,2023-03-24,216.23,1430,User_1430,Hyderabad,Regular,42,Udupi Mess North Indian,Chinese,3.2,2023,3,March,1,Friday
2797,2023-07-06,1460.7,1586,User_1586,Hyderabad,Regular,255,Hotel Tiffins Punjabi,Mexican,3.1,2023,7,July,3,Thursday
2798,2023-12-27,398.69,2148,User_2148,Pune,Regular,25,Swagath Cafe Punjabi,Chinese,3.7,2023,12,December,4,Wednesday
2799,2023-01-27,883.25,1497,User_1497,Bangalore,Regular,237,Grand Restaurant South Indian,Italian,4.5,2023,1,January,1,Friday
2800,2023-07-08,1432.72,415,User_415,Pune,Gold,408,Darbar Eatery Family Restaurant,Mexican,3.0,2023,7,July,3,Saturday
2801,2023-03-29,388.41,490,User_490,Bangalore,Gold,175,Sai Biryani Non-Veg,Chinese,4.1,2023,3,March,1,Wednesday
2802,2023-09-06,740.6,1895,User_1895,Chennai,Regular,415,Ruchi Dhaba Pure Veg,Indian,3.2,2023,9,September,3,Wednesday
2803,2023-12-03,1477.57,1456,User_1456,Chennai,Regular,63,Ruchi Foods South Indian,Italian,5.0,2023,12,December,4,Sunday
2804,2023-02-14,699.35,1483,User_1483,Chennai,Gold,401,Darbar Eatery Pure Veg,Indian,4.6,2023,2,February,1,Tuesday
2805,2023-10-26,280.88,2037,User_2037,Chennai,Gold,460,New Biryani Andhra,Chinese,4.5,2023,10,October,4,Thursday
2806,2023-07-12,540.42,568,User_568,Bangalore,Regular,52,Udupi Curry House South Indian,Mexican,4.9,2023,7,July,3,Wednesday
2807,2023-09-30,534.17,1692,User_1692,Hyderabad,Regular,468,New Restaurant North Indian,Chinese,4.8,2023,9,September,3,Saturday
2808,2023-03-06,627.5,2922,User_2922,Chennai,Gold,199,Sri Eatery Chinese,Italian,3.4,2023,3,March,1,Monday
2809,2023-01-17,1494.83,1815,User_1815,Pune,Gold,336,Sai Foods Andhra,Mexican,4.9,2023,1,January,1,Tuesday
2810,2023-02-01,1065.76,1404,User_1404,Bangalore,Gold,302,Spice Curry House Andhra,Mexican,4.9,2023,2,February,1,Wednesday
